config,N,M,eer_mean,eer_std
A0_softmax,1,1,0.17575757575757575,0.03660274919800641
A0_softmax,1,3,0.17424242424242425,0.047402696238209634
A0_softmax,1,5,0.16666666666666666,0.04658197746367237
A0_softmax,1,10,0.1703030303030303,0.0466174474799945
A0_softmax,3,1,0.14545454545454545,0.0318686468488119
A0_softmax,3,3,0.13484848484848486,0.042120122070046194
A0_softmax,3,5,0.13090909090909092,0.03247659325228807
A0_softmax,3,10,0.12454545454545454,0.04492009025729578
A0_softmax,5,1,0.1403030303030303,0.029436083502014272
A0_softmax,5,3,0.11454545454545455,0.026635656901025116
A0_softmax,5,5,0.1206060606060606,0.02309003418369543
A0_softmax,5,10,0.1103030303030303,0.022906365077532416
A0_softmax,10,1,0.13454545454545455,0.04154279106463422
A0_softmax,10,3,0.1206060606060606,0.02653202926042123
A0_softmax,10,5,0.12363636363636363,0.02156843593851422
A0_softmax,10,10,0.11272727272727272,0.025508600613012057
A0_arcface,1,1,0.21181818181818182,0.03414171298655892
A0_arcface,1,3,0.2021212121212121,0.03384727758895323
A0_arcface,1,5,0.1893939393939394,0.04693547140133727
A0_arcface,1,10,0.19787878787878788,0.03876656611438773
A0_arcface,3,1,0.20575757575757575,0.023791256274412767
A0_arcface,3,3,0.17454545454545456,0.04261213802079635
A0_arcface,3,5,0.17515151515151514,0.04605263088851604
A0_arcface,3,10,0.16454545454545452,0.031427617363549515
A0_arcface,5,1,0.18878787878787878,0.022505993488032915
A0_arcface,5,3,0.16696969696969693,0.039199988755831305
A0_arcface,5,5,0.1503030303030303,0.02171270802142165
A0_arcface,5,10,0.1721212121212121,0.03403665716872478
A0_arcface,10,1,0.19787878787878785,0.013125095653156206
A0_arcface,10,3,0.1627272727272727,0.03573445580244347
A0_arcface,10,5,0.15424242424242424,0.02880222927807141
A0_arcface,10,10,0.16060606060606059,0.01626231256363483
A1_softmax,1,1,0.04969696969696967,0.008907235428302459
A1_softmax,1,3,0.026060606060606045,0.008320927404694534
A1_softmax,1,5,0.03424242424242423,0.019977029968302428
A1_softmax,1,10,0.025757575757575746,0.007902063521457758
A1_softmax,3,1,0.0627272727272727,0.009270944570168702
A1_softmax,3,3,0.029090909090909074,0.007630108067887377
A1_softmax,3,5,0.043939393939393924,0.019332288373014032
A1_softmax,3,10,0.027575757575757566,0.004829508318336128
A1_softmax,5,1,0.04818181818181815,0.013118097467826275
A1_softmax,5,3,0.032727272727272716,0.012331509060227756
A1_softmax,5,5,0.044242424242424236,0.02373328999903186
A1_softmax,5,10,0.02999999999999999,0.023343169906146367
A1_softmax,10,1,0.05515151515151513,0.01206806530408477
A1_softmax,10,3,0.024848484848484835,0.0036615290829074463
A1_softmax,10,5,0.03272727272727271,0.011837590899772486
A1_softmax,10,10,0.028787878787878772,0.0077257871418072496
A1_arcface,1,1,0.023030303030303016,0.013187912210296323
A1_arcface,1,3,0.004545454545454543,0.00621027319149066
A1_arcface,1,5,0.009393939393939389,0.009457264566258923
A1_arcface,1,10,0.004242424242424239,0.006312929289696861
A1_arcface,3,1,0.02454545454545453,0.01239834699725986
A1_arcface,3,3,0.008787878787878784,0.0092610344181431
A1_arcface,3,5,0.014545454545454539,0.010168461657916671
A1_arcface,3,10,0.007878787878787874,0.009837989745907829
A1_arcface,5,1,0.023030303030303016,0.01171281702429556
A1_arcface,5,3,0.012121212121212116,0.012712834523274557
A1_arcface,5,5,0.013939393939393935,0.013800360650588721
A1_arcface,5,10,0.006969696969696968,0.011798740808443502
A1_arcface,10,1,0.022121212121212104,0.011158759175467853
A1_arcface,10,3,0.013939393939393935,0.015844747227153174
A1_arcface,10,5,0.014242424242424234,0.009800582805331042
A1_arcface,10,10,0.00939393939393939,0.015931441731024135
A2_softmax,1,1,0.006969696969696968,0.005124707431905377
A2_softmax,1,3,0.0018181818181818182,0.0024242424242424242
A2_softmax,1,5,0.004545454545454543,0.009090909090909085
A2_softmax,1,10,0.005757575757575755,0.01151515151515151
A2_softmax,3,1,0.014242424242424237,0.01546939274921238
A2_softmax,3,3,0.00030303030303030303,0.0006060606060606061
A2_softmax,3,5,0.0,0.0
A2_softmax,3,10,0.00030303030303030303,0.0006060606060606061
A2_softmax,5,1,0.009696969696969695,0.012625858579393728
A2_softmax,5,3,0.0006060606060606061,0.0012121212121212121
A2_softmax,5,5,0.00030303030303030303,0.0006060606060606061
A2_softmax,5,10,0.0009090909090909091,0.0018181818181818182
A2_softmax,10,1,0.00909090909090909,0.012927714550122142
A2_softmax,10,3,0.00030303030303030303,0.0006060606060606061
A2_softmax,10,5,0.00030303030303030303,0.0006060606060606061
A2_softmax,10,10,0.0009090909090909091,0.0018181818181818182
A2_arcface,1,1,0.0012121212121212121,0.001766955119650091
A2_arcface,1,3,0.0,0.0
A2_arcface,1,5,0.0,0.0
A2_arcface,1,10,0.0,0.0
A2_arcface,3,1,0.0015151515151515152,0.0016597653257732303
A2_arcface,3,3,0.0,0.0
A2_arcface,3,5,0.0,0.0
A2_arcface,3,10,0.0,0.0
A2_arcface,5,1,0.0015151515151515152,0.0016597653257732303
A2_arcface,5,3,0.0,0.0
A2_arcface,5,5,0.0,0.0
A2_arcface,5,10,0.0,0.0
A2_arcface,10,1,0.0015151515151515152,0.0016597653257732303
A2_arcface,10,3,0.0,0.0
A2_arcface,10,5,0.0,0.0
A2_arcface,10,10,0.0,0.0
A3_softmax,1,1,0.022424242424242413,0.011150526965438844
A3_softmax,1,3,0.002121212121212121,0.00205525151003796
A3_softmax,1,5,0.0009090909090909091,0.0018181818181818182
A3_softmax,1,10,0.00030303030303030303,0.0006060606060606061
A3_softmax,3,1,0.018787878787878777,0.010435863853165184
A3_softmax,3,3,0.0009090909090909091,0.0007422696190252055
A3_softmax,3,5,0.0015151515151515152,0.0019165319152535632
A3_softmax,3,10,0.00030303030303030303,0.0006060606060606061
A3_softmax,5,1,0.015151515151515143,0.011297789019580146
A3_softmax,5,3,0.0009090909090909091,0.0012121212121212121
A3_softmax,5,5,0.00030303030303030303,0.0006060606060606061
A3_softmax,5,10,0.00030303030303030303,0.0006060606060606061
A3_softmax,10,1,0.014848484848484838,0.010900670150669658
A3_softmax,10,3,0.0012121212121212121,0.0011338355717496792
A3_softmax,10,5,0.0006060606060606061,0.0007422696190252055
A3_softmax,10,10,0.00030303030303030303,0.0006060606060606061
A3_arcface,1,1,0.007878787878787872,0.007982993862011806
A3_arcface,1,3,0.0,0.0
A3_arcface,1,5,0.0,0.0
A3_arcface,1,10,0.0,0.0
A3_arcface,3,1,0.007575757575757569,0.00813115628181741
A3_arcface,3,3,0.0,0.0
A3_arcface,3,5,0.0,0.0
A3_arcface,3,10,0.0,0.0
A3_arcface,5,1,0.007878787878787872,0.007982993862011806
A3_arcface,5,3,0.0,0.0
A3_arcface,5,5,0.0,0.0
A3_arcface,5,10,0.0,0.0
