config,N,M,eer_mean,eer_std
A3_arcface,10,1,0.007878787878787872,0.007982993862011806
A3_arcface,10,3,0.0,0.0
A3_arcface,10,5,0.0,0.0
A3_arcface,10,10,0.0,0.0
A4_softmax,1,1,0.02242424242424241,0.004220723720358825
A4_softmax,1,3,0.019090909090909082,0.014894794821144851
A4_softmax,1,5,0.020303030303030295,0.019722594054876332
A4_softmax,1,10,0.010606060606060601,0.012998551872440731
A4_softmax,3,1,0.0212121212121212,0.0055876027013896275
A4_softmax,3,3,0.018787878787878777,0.016751848437679084
A4_softmax,3,5,0.016363636363636355,0.023499995115565196
A4_softmax,3,10,0.00636363636363636,0.01272727272727272
A4_softmax,5,1,0.018787878787878774,0.003533910239300182
A4_softmax,5,3,0.013030303030303026,0.011281521496355317
A4_softmax,5,5,0.016666666666666663,0.018606159312737874
A4_softmax,5,10,0.004848484848484846,0.009696969696969692
A4_softmax,10,1,0.019999999999999987,0.003374402644139407
A4_softmax,10,3,0.015151515151515143,0.01200703803403572
A4_softmax,10,5,0.015151515151515147,0.016899204234665066
A4_softmax,10,10,0.005757575757575755,0.010773568990685559
A4_arcface,1,1,0.01757575757575756,0.0012121212121212128
A4_arcface,1,3,0.006666666666666665,0.010435863853165186
A4_arcface,1,5,0.005151515151515148,0.008813963377120591
A4_arcface,1,10,0.0009090909090909091,0.0018181818181818182
A4_arcface,3,1,0.01757575757575756,0.0012121212121212128
A4_arcface,3,3,0.006666666666666665,0.010435863853165186
A4_arcface,3,5,0.005757575757575755,0.0092610344181431
A4_arcface,3,10,0.0006060606060606061,0.0012121212121212121
A4_arcface,5,1,0.018181818181818167,0.0009582659576267824
A4_arcface,5,3,0.006666666666666665,0.010435863853165186
A4_arcface,5,5,0.005757575757575755,0.0092610344181431
A4_arcface,5,10,0.0006060606060606061,0.0012121212121212121
A4_arcface,10,1,0.017878787878787862,0.0011338355717496796
A4_arcface,10,3,0.006666666666666665,0.010435863853165186
A4_arcface,10,5,0.005757575757575755,0.0092610344181431
A4_arcface,10,10,0.0006060606060606061,0.0012121212121212121
A5_softmax,1,1,0.021515151515151508,0.01454545454545454
A5_softmax,1,3,0.009999999999999998,0.012589441259297564
A5_softmax,1,5,0.002424242424242424,0.001818181818181818
A5_softmax,1,10,0.002121212121212121,0.00154515742836145
A5_softmax,3,1,0.014848484848484843,0.013998556924183142
A5_softmax,3,3,0.011212121212121206,0.0121439181269781
A5_softmax,3,5,0.0015151515151515152,0.0023472626340651013
A5_softmax,3,10,0.005151515151515148,0.008813963377120591
A5_softmax,5,1,0.015151515151515142,0.01899688244685754
A5_softmax,5,3,0.01151515151515151,0.014614734002166653
A5_softmax,5,5,0.004848484848484846,0.009696969696969693
A5_softmax,5,10,0.004545454545454543,0.009090909090909085
A5_softmax,10,1,0.016363636363636355,0.019412869549147827
A5_softmax,10,3,0.00636363636363636,0.011273378931962586
A5_softmax,10,5,0.004545454545454543,0.009090909090909085
A5_softmax,10,10,0.0012121212121212121,0.0024242424242424242
A5_arcface,1,1,0.02303030303030302,0.011232577571424625
A5_arcface,1,3,0.017575757575757564,0.008761716542303606
A5_arcface,1,5,0.004545454545454543,0.005420770854544939
A5_arcface,1,10,0.009090909090909085,0.00914127462363536
A5_arcface,3,1,0.013030303030303026,0.011759762370868027
A5_arcface,3,3,0.011212121212121206,0.009893834980190603
A5_arcface,3,5,0.004545454545454543,0.005420770854544939
A5_arcface,3,10,0.009090909090909085,0.00914127462363536
A5_arcface,5,1,0.014545454545454539,0.013264284017114715
A5_arcface,5,3,0.01151515151515151,0.009706434774573912
A5_arcface,5,5,0.004545454545454543,0.005420770854544939
A5_arcface,5,10,0.009090909090909085,0.009865951876424058
A5_arcface,10,1,0.01787878787878787,0.012098463501622496
A5_arcface,10,3,0.014848484848484838,0.010114132889865833
A5_arcface,10,5,0.004545454545454543,0.005420770854544939
A5_arcface,10,10,0.009090909090909085,0.009865951876424058
