alignment,repr_mode,eer_softmax_mean,eer_arcface_mean,mean_diff_sm_minus_arc,arcface_better,t_stat,p_value,significant_p05
A0,raw_ply,0.10818181818181818,0.1672727272727273,-0.0590909090909091,False,-6.229046508749412,0.0033829913091223515,True
A1,align_center,0.02484848484848483,0.017878787878787872,0.006969696969696963,True,0.7649686210233998,0.4869296518270606,False
A2,align_centerscale,0.0,0.0,0.0,False,0.0,1.0,False
A3,canonical_npy,0.00030303030303030303,0.0,0.00030303030303030303,True,1.0,0.373900966300059,False
A4,align_pca_robust,0.011212121212121206,0.005757575757575755,0.005454545454545452,True,0.7264208810441354,0.5078097298812569,False
A5,align_anatomical,0.0015151515151515152,0.005151515151515148,-0.0036363636363636333,False,-1.2215678365422902,0.2889408342995491,False
